AuthorName,ReviewBody,RatingValue,RatingMax,ReviewTitle,DatePublished,Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Recommended,Departure,Arrival
R Simon,"British Airways from Vienna to Newcastle via Heathrow return, flights on-time. Economy on an A320. FA’s much better on domestic legs, while both times on VIE legs the FA’s were professional, but nothing more and not doing more than absolutely required. Information from the flight deck was friendly and excellent. A snack and drinks were served - snack a highly processed sandwich (barely edible) on the VIE flights and crisps/biscuits on the NCL flights. Additional drinks on request. A320 featured the new slim seats and I miss the older more comfortable BA seats with better leg room. BA has recently changed the rules and travelling only with hand baggage now also means that one is no longer allowed to pick a seat during check-in, but a seat is randomly allocated. Selecting any seat (even a middle seat in the back of plane now costs EUR 18). If one later decides to check a piece of luggage the costs are a whopping EUR 75 at the airport or EUR 35 online. Being Oneworld Sapphire does not help either. No privileges here; still the same charges for seat selection and checked luggage. So, BA became a low cost model, except for drinks service. However the prices do not reflect this change in service. On the last leg LHR-VIE carry-on luggage was heavily policed. Although my carry-on luggage met the weight requirements and fits in the overhead bin and has so without any problems on the previous three legs and twenty previous BA flights, I was required to check it in. It was also not a question of occupied space, as it happened in the priority line. Hopefully just a power trip by the gate agent. However, here goes the main advantage of BA, which was a carry-on policy that enabled passengers to realistically travel without the hassle of checking bags. Boarding by the same agent was again bizarre. Instead of priority boarding, there were now four different types of priority boarding, and the procedure left everybody confused and everybody just stood there blocking the access to the gate, so that finally it became a cattle call with everyone boarding at the same time. Another thing is, that recent changes in BA’s frequent flyer program make it impossible to reach a meaningful status even for regular flyer unless you regularly fly Club on long distance routes. Obviously, BA is trying very hard to annoy its frequent travelers. While I stopped flying Business with BA probably a year ago after they downgraded their Club Europe cabin and I was avoiding their long distance flights for a long time due to their terrible seating arrangement, I believe BA’s European economy was a great product and I was using BA regularly for those flights. However, after all these recent changes, I will only book BA if they offer the lowest or close to the lowest fare. For flights to the UK, KLM starts to look pretty good again.",5.0,10.0,"""only book BA if lowest fare""",2015-12-30,A320,Solo Leisure,Economy Class,VIE to NCL via LHR,2015-11,yes,VIE , NCL via LHR
J Fairclough,"London Heathrow to Barcelona, and for some reason British Airways continue to run this Barcelona service from the dated Terminal 3 at Heathrow, rather than new T5. That apart, this service was fine. Boarding was quick and efficient. Seats in Economy are now pretty similar to those on low cost airlines. But this handluggage only ticket cost no more than one with Ryanair from Stansted would have. Food and drink was the now standard minimalist option on most European flights these days. Just one question - why, when this is the British national flag-carrier, does the drinks trolley not stock some British beer, rather than identikit continental fizzy lagers? Departure and arrival in BCN was on schedule, and exiting the airport a breeze.",7.0,10.0,"""cost no more than Ryanair""",2015-12-30,A320,Solo Leisure,Economy Class,LHR to BCN,2015-12,yes,LHR , BCN
Rob Jacobs,"London to Newcastle. Been a while since I last flew British Airways, sad to see the same old planes in use and now very much looking their age for domestic use. Technical issues delayed departure, normal sure, but the noise the plane made on taxi lasted far too long and was slightly alarming and not the norm. Seat pitch belongs on a dodgy charter not the national carrier surely? Last time flown I got a nice sandwich and drink, this time it's small bag of crisps and juice? It's time BA stopped taking it's domestic (no competition routes) for granted and upgrade the fleet on short trips, the numbers onboard justify a better level of service considering the extra fees now attached for checked in luggage versus just carry on, puts me off using their long haul option with ever increasing fees whilst oil prices have been rock bottom for how long now? Kudos to the pilot for landing in Monsoon like conditions with very limited visibility - if only the aircraft quality matched their pilots!",4.0,10.0,"""sad to see the same old planes """,2015-12-28,A319,Solo Leisure,Economy Class,LHR to NCL,2015-12,no,LHR , NCL
David Jackson,"Jeddah to London Heathrow with British Airways. Punctual, clean and efficient. Good quality food and multiple drinks served including red and white wine plus some excellent British beers. Film selection good with the video on demand 6 inch seatback screen; slight delay in screen registering your finger pressure and 3 minutes of advertisements prior to each film. Economy class cabin was half empty and the front of the plane was virtually empty, so plenty of space to stretch.",10.0,10.0,"""clean and efficient""",2015-12-28,Boeing 777,Solo Leisure,Economy Class,JED to LHR,2015-12,yes,JED , LHR
A Saraiva,"London Heathrow to Lisbon return with British Airways. Decent aircraft but the service onboard was dreadful. Pilot and first officer sounded friendly and professional and kept us up to date with flight details etc but cabin staff were cold and had a completely ""couldn't care less"" attitude. Why do this job if you seem to hate it? Same service when I flew London Heathrow - Lisbon. Such a shame, especially as when you are really scared of flying you could do with a crew with a different approach to passenger service.",3.0,10.0,"""service onboard was dreadful""",2015-12-27,A320,Couple Leisure,Economy Class,LIS to LHR,2015-12,no,LIS , LHR
Rowan Michaels,"London Heathrow to Vancouver with British Airways. It is okay but really for business class you expect more. The lounge at Vancouver crowded with no/inedible food. Plane ancient and cabin filthy - really falling apart - didn't want to touch the storage lockers. Service pretty good, food good (except breakfast was virtually non existent). Entertainment horrific. Not one good film to watch and none that seemed recent. Small range. Bed is comfortable flat. Phone customer service at BA not usually a good experience. I fly it because there's not much choice on this route but I will try Air Canada next time.",5.0,10.0,"""Air Canada next time""",2015-12-25,Boeing 747-400,Solo Leisure,Business Class,LHR to YVR,2015-12,no,LHR , YVR
M Spielbichler,"Having previously flown with British Airways on their European routes, I thought I would take a long haul flight with them. I arrived 2 hours before departure at Heathrow Terminal 3 and couldn't quite understand what was going on; the queue to actually drop my pre-checked luggage was long, very long, hearing customers complaining they were standing in line for a good hour, and that there were no signs of BA taking any steps to remedy the situation. Even with my frantic tweeting at BA, nothing improved. The situation boiled down to the fact that only 4 desks were open for the general public on the day that schools finished. Needless to say, whoever was in charge that day didn't really know what they were doing and caused a lot of agro for many customers, and BA needs to take full responsibility of this. Once these proceedings had passed, I found myself boarding the Boeing 747-400 which was tired and not very well maintained. Leg room was atrociously tight, with a metal support for the seat in front of me limiting the actual usable legroom. The inflight entertainment had a good selection of films, but was made to be disappointing with the meagre 7"" to 9"" screens. The staff was very friendly. Looking after our area was a charming staff who really made us feel welcome and did his very best to find some people seconds if they were left hungry after the meal. The meal was decent, not fantastic.  My only note when it comes to food and drink is that more water should be made available. I found myself constantly thirsty and having to go back to the galley to ask for water. All in all, I wouldn't fly with BA again using their long-haul services unless I were to fly in Business or First. The ground service is terrible. I am left disappointed given how decent their short-haul flights are, and how much they pride themselves on the quality of their products in that market.",3.0,10.0,"""I am left disappointed""",2015-12-21,Boeing 747-400,Business,Economy Class,London to Vancouver,2015-12,no,London , Vancouver
Sayantan Biswas,"British Airways from London Heathrow to Mumbai from Terminal 5 in coach class. Check in uneventful. No boarding priority for people travelling with children, a first for me for any long haul flight. Five minutes before departure, captain announces that someone has checked in a bag but has not turned up so they need to take off the offending suitcase. Fair enough. The staff had botched up loading the suitcase by marking it to be in a container in which it wasn't. Result they started taking off all the containers one by one and searching for the flight. Captain told that he cannot give any estimate. 90 minutes passed after that no announcement, a tired and jaded cabin crew literally disappeared. After 90 mins they realised that people might be hungry and started serving juice. Finally after 1 hr 45 mins captain said that they had found the rogue suitcase and we will be off in 15 mins. The plane suddenly started a push back without any warning. The aircraft was a jaded B747-400, poor seats, poor entertainment equipment which had to be rebooted thrice before it worked. Once airborne the crew said that people were hungry so there will not be a drink service they will be serving lunch - possibly an excuse to do less work. Lunch was ok. Second flight service was a snack before landing for which they lost the child meal I had requested, and shamefully tried to create one by adding a fruit shot to an adult meal. Overall poor airline, with tired and jaded aircraft and an equally tired and jaded looking staff.",1.0,10.0,"""tired and jaded aircraft""",2015-12-21,Boeing 747-400,Family Leisure,Economy Class,LHR to BOM,2015-12,no,LHR , BOM
Mark Dawes,"Gatwick to Orlando on 27th November. Take the same flight every year, and in previous years everything has been great apart from the food. This year they have upped their game with the food service and standard. In the past, there has been a huge noticeable difference between club world from Gatwick and Heathrow, now very little difference.",9.0,10.0,"""upped their game with food""",2015-12-20,Boeing 777-200,Couple Leisure,Business Class,LGW to MCO,2015-12,yes,LGW , MCO
S Siauw,"London City to Geneva, on holiday with parents, and treated with courtesy. My mom asked her tea to get cleaned up, FA asked her if the tea is too strong. Simple treatment but rarely found in airlines in Europe or America. Short 1hr 20m flight but full breakfast was served to economy class passengers. Satisfactory and recommended.",9.0,10.0,"""satisfactory and recommended""",2015-12-18,Embraer170,Family Leisure,Economy Class,LCY to GVA,2015-12,yes,LCY , GVA
D Goodman-Anders,"We flew GRU-LHR on the upper deck in seats 63AB in business class. We were able to use the new TAM lounge at terminal 3 GRU, this was an amazing lounge, huge, lots of food and drink on offer, showers, sleeping area, lots of seating. I was apprehensive about the seating plan on BA with the reverse seat by the window and the aisle facing forward. Travelling as a couple, this seating actually works really well, it's good to be able to chat with each other throughout the flight and is much better than the Herringbone seating - that being said if you are travelling alone I can understand why it may not be preferable. Offered champagne on boarding, before dinner further drinks service. The food was excellent which included dinner and breakfast prior to arrival. The seat was very comfortable, full flat bed, the only problem I found was being 6ft 1in, my feet touched the wall at the end and I couldn't fully stretch out but this did not prevent me sleeping. Upon arrival at Heathrow, the luggage was coming around the carousel by the time I got there, which was only about 10-15 mins after disembarkation. My only complaint I could find was the Entertainement was slightly limited, and there was no USB to charge my phone, but this is an older aircraft.",9.0,10.0,"""seat very comfortable""",2015-12-16,Boeing 747-400,Couple Leisure,Business Class,GRU to LHR,2015-12,yes,GRU , LHR
Javier Bacallado,"MAD-SYD VIA LHR with British Airways. Overall good experience. All flights on time. Transfer in LHR T5 very fast and easy. For the long-haul flights: comfortable seats, personal IFE, lots of choices availeable. Food was decent for economy. The only downside: Flight attendants failed to give a good service on all 4 sectors. Not one staff member gave a service with a smile.",7.0,10.0,"""food was decent""",2015-12-16,Boeing 777-300,Solo Leisure,Economy Class,Madrid to Sydney via LHR,2015-12,yes,Madrid , Sydney via LHR
Brian Park,"Third time flying the British Airways A380 and the only reason that we did is because it was a BA Amex 2for1 redemption. However to ensure that we maxed out the experience, as always we pre booked seats. On checking in online seats had been moved, contacted BA Bronze and reply was ""cannot answer why, possibly operational reasons, more information should be available at check in"". Check in, no response. On board our seats were occupied by what appeared to be ""normal"" passengers, i.e. no entourage. Seats we were allocated, lumbar and head rest functions did not operate, cabin crew tried rebooting but no luck, so onwards and upwards. Having flown BA a reasonable amount I have come to the conclusion that the cabin crew, despite operating with poorly designed cabins, poorly maintained (seats) equipment (we had a similar scenario on a Heathrow to LA and return last July where we had the same reg plane, same seats and similar problem which was not fixed after the flight out) manage to maintain a brave company face. BA Club Lounge: Again, food choice poor, running out, although granted peak hours, but if other airlines can cope why cannot BA? Cabin crew: Service very good and friendly. Food reasonable, but nothing that makes you say that ""that was good"". Entertainment: Poor, old ""ish"" and second rate movies, enough said. Seats: Unfortunately in this case we leave the worst till last. Having flown Qantas, Emirates and Qatar A380's like everybody else we wonder why BA did not take the opportunity for a redesign of layout and seat area. Well we know why = £££'s, Question? Does no one on the BA cabin design team wear glasses? There is no storage space, if it goes in the drawer with the shoes, you have to move the seat from sleep position to access, so you are left with the possibility of either wearing and damaging said specs, or hanging them over the separator. Again, competitors manage it. The seat itself, is harder than the competitors above (mattress?) and apparently I discovered that extra pillows are no longer carried, so you have one and thats it. Unfortunately, we do still have to use BA next March, but have booked Qatar again for October. Additionally, the Customer Service service in India is sadly woefully short in all areas, although polite working from scripts and unable to solve / answer simple questions. Frustration. A question for BA: We really want to support and be proud of our national flag carrier but what are the incentives for using BA? I do not mean cost.",5.0,10.0,"""service very good and friendly""",2015-12-16,A380,Couple Leisure,Business Class,Heathrow to Johannesburg,2015-10,no,Heathrow , Johannesburg
D Goodman-Anders,"Flew from LGW-BCN on the A320 seated in seats 2D/2F. Lounge at Gatwick prior to boarding was very nice, offered good food and drink selection including champagne on request. Cabin crew friendly and attentive. I was a bit apprehensive about BA's new business class product but the seat was comfortable and having the middle seat free does allow for more room, although the leg room is a little tight, but okay for a short flight. We were served a cold meal which was quite tasty along with complimentary drinks. I would recommend British Airways.",9.0,10.0,"""recommend British Airways""",2015-12-16,A320,Couple Leisure,Business Class,LGW to BCN,2015-11,yes,LGW , BCN
Colin Pay,"My wife and I flew from Heathrow to Amsterdam in business class on a free Avios upgrade with British Airways. We made use of the galleries south lounge in terminal 5, which had a good variety of drinks and snacks. Full meal on the 45 minute flight The service was very good, but I would not pay the asking price for such a short trip. Great when its almost free.",10.0,10.0,"""would not pay the asking price""",2015-12-15,A320,Couple Leisure,Business Class,LHR to AMS,2015-12,yes,LHR , AMS
Russell Pearson,"Recently flew to LA on British Airways and was thoroughly underwhelmed with the experience on the BA A380. I travel regularly in business class on Emirates, normally on the same equipment. The BA configuration upstairs is quite cramped and far inferior to other Airlines, even to the extent of having to stretch over other passengers to leave your seat. In addition the staff seem preoccupied with their own arrangements and although were fine with me, were mildly irritated with the requests of other passengers, openly commenting to each other in front of me. The cleanliness of the plane also left a lot to be desired, after only a couple of hours into the flight, the toilets were disgusting with the floor awash - I don't think crew check them on a regular basis. The window seat has side stowage facilities, which in my case had a disgusting pale yellow fluid and rubbish in it. When mentioned to crew, they did get some paper towels to dry it out, but needless to say I didn't use it (photo attached). Overall poor value for money.",3.0,10.0,"""staff seem preoccupied""",2015-12-15,A380,Solo Leisure,Business Class,London to Los Angeles,2015-12,no,London , Los Angeles
Graham Turner,"Rio de Janeiro to London Heathrow. Several weeks after booking our flights on-line, for reasons unknown BA moved us from the flight we had booked and put us on to the previous day's flight. I had to phone them (it took 20 minutes to get through) and re-book us on to the flight we had booked in the first place. The customer service department is totally useless. I have sent several e-mails asking why they did what they did, and all I get is meaningless 'off-the-shelf' standard replies. I have asked three times for the name. position and address of someone I can write to about this but they consistently fail to give me this information. I presume the tactic is to make me so fed up that I'll just give up and go away. A second-rate airline which is definitely to be avoided.",1.0,10.0,"""definitely to be avoided""",2015-12-15,Boeing 777,Couple Leisure,Premium Economy,GIG to LHR,2015-11,no,GIG , LHR
Linda Sharp,"My husband and I flew to Vancouver with British Airways on 2nd December 2015. We were due to return to UK on 9th December in Premium Economy. Unfortunately our flight was cancelled due to engine failure. British Airways were unable to get us onto a flight on the following day, Thursday, and so we were booked to return on the Friday, 48 hours after we were due to return home. Despite the inevitable disappointment and inconvenience as we were due to return to a busy work schedule on the Friday, British Airways were excellent. They couldn't have been more helpful and accommodating, putting us up in a lovely hotel for two nights, providing food vouchers and then upgrading us to business class when we were eventually returned home. The ground and flight staff at Vancouver were fantastic, understanding and went the extra mile without exception.",10.0,10.0,British Airways customer review,2015-12-15,Boeing 747,Couple Leisure,Business Class,LHR to YVR,2015-12,yes,LHR , YVR
A Bailey,"Full flight efficient boarding, friendly greeting from Purser. Flight crew kept us updated on hold up, efficient and adequate inflight service for a short domestic flight, cabin interior immaculate. I had no checked baggage so from the plane to the Tube was just 7 minutes.",10.0,10.0,"""adequate inflight service""",2015-12-14,A319,Business,Economy Class,Newcastle to Heathrow,2015-12,yes,Newcastle , Heathrow
Cameron Smith,"Manchester to New York JFK via Heathrow was enjoyable from start to finish. Admittedly the Boeing 777 was showing its age and would benefit from some TLC! However the connections were on time, cabin crew were friendly, helpful and efficient. My wife and I thoroughly enjoyed the food on offer. Prior to the trip I was concerned about using BA again after 30 or more years of happily using other airlines. I was very happy with everything. If I'm picky about anything it would be that the strange yin-Yang seats in Club World were narrow at the shoulder for me, but once in the lie flat position I found the seat very comfortable. AVOD was a bit slow and clunky but did work, screen a bit smaller and duller than comparable screens I've used with Air France",9.0,10.0,"""thoroughly enjoyed the food""",2015-12-12,Boeing 777-200,Couple Leisure,Business Class,MAN to JFK via LHR,2015-12,yes,MAN , JFK via LHR
Andrew Thomas,"I have been flying to the US regularly from England and have noticed a consistent erosion in the quality of its booking process, website, call centre and ground staff. The British Airways website is unreliable and prone to returning baffling errors even when carrying out the simplest of activities. Its upgrade path is impenetrable and designed to confuse, call centre staff do not seem to speak English and make ridiculous requests and ground staff are didactic. Examples: Cannot check in online, but via the app on a smartphone, no problem (except I wanted a printed boarding pass). Call centre staff in India wanted to speak to my 5 year old daughter when my family accompanied me one one trip, as she was on a different booking and wouldn't give me her flight reference number ""for security reasons"". No problem with ""security reasons"" when I paid BA a lot of money for the ticket. Upgrading with points or Avios fails in the middle of a transaction. The system remains unavailable to check you in for some time after, so you have to call the call centre. BA blacks out so many flights from purchasing with Avios, it's not worth trying unless you're jobless and can fly any time, and don't care where you go. In the queue for boarding my passport wasn't open at the right page and the staff at the gate admonished me as a result. On another occasion at passport control after checking in I was directed back to the BA desk I'd just come from. ""There's nothing wrong with your passport, it must be BAA. It's not us"", was the response. It took a huffing, tutting, BA duty manager to run the visa check again. I advise people to avoid BA if possible. The only reason for choosing BA is flight safety. But other airlines manage that too, with a smile. So, no excuse.",1.0,10.0,"""consistent erosion in quality""",2015-12-11,Boeing 777,Business,Premium Economy,LHR to AUS,2015-11,no,LHR , AUS
Colin Dunbar,British Airways flight from Punta Cana to London. The food was awful and the cabin crew gave the impression that they were doing us a favour when going about their duties. Not a pleasant experience and the last time I will use them. The fact that they fly the flag for the UK makes it even more unpalatable.,3.0,10.0,"""not a pleasant experience""",2015-12-11,Boeing 777,Couple Leisure,Economy Class,Punta Cana to London,2015-12,no,Punta Cana , London
Neil Turner,Excellent flight with British Airways from London Heathrow to Singapore Changi. Boeing 777-300 was a great aircraft and must have been nearly new. Wonderful staff onboard and good food. British Airways continues to set high standards. We look forward to our next flights with you.,10.0,10.0,"""continues to set high standards""",2015-12-11,Boeing 777-300,Couple Leisure,Economy Class,LHR to SIN,2015-12,yes,LHR , SIN
B Crockford,"Very abrupt check-in staff at SEA. On board, PE not full so enjoyed an empty seat next to me contributing to feeling of additional space PE brings. Efficient and friendly service although one or two FA's were a little shoddy in appearance. Newer BA plane so very good IFE system/choice/screen size and comfortable seat. Meal quality good. Enjoyable flight although British Airways PE only worth the money on new fit out standard.",8.0,10.0,"""efficient and friendly service""",2015-12-10,Boeing 777,Solo Leisure,Premium Economy,SEA to LHR,2015-11,yes,SEA , LHR
B Crockford,"Flew British Airways from LHR to SEA. Very good check-in at LHR T5 and fortunate with efficient security checks. On board, very full flight and hadn't paid extra to book seat early so suffered with seat A by the window. Old fit-out 747, small screens very poor for watching what was a decent selection on IFE. Paid extra for enhanced meal service which was a big plus. Could be improved by offering better quality wine as meal is B-class standard. Definitely worth the extra (in the context of onboard catering).",6.0,10.0,"""suffered with seat A by the window""",2015-12-10,Boeing 747,Solo Leisure,Economy Class,LHR to SEA,2015-12,yes,LHR , SEA
Patrick Beet,"Flew British Airways back from Bangkok to London Heathrow at the end of our holiday and I was not much looking forward to Club World on a 777 having started the holiday with a flight in First in an A380 (absolutely wonderful). I was very pleasantly surprised. Checkin involved no queueing and the same through priority security. Had access to the Cathay lounge and this was good. The pleasant surprise was the Club cabin. I have got used to the rather warn and used state of the Club World cabin in BA’s 777 and 747. This one appeared very clean and smart. The seats we find comfortable and enjoy the ying yang seating for couples travelling together. We found food to be very good for the two meals we were served. The final comment is that the staff appeared to be friendlier and more enthusiastic about their jobs. We found the staff on the flight home in Club were friendly and attentive. Overall,  a very enjoyable flight. The IFE was the old product but it works and managed to sit though 4 films to pass the time.",9.0,10.0,"""a very enjoyable flight""",2015-12-10,Boeing 777,Couple Leisure,Business Class,BKK to LHR,2015-12,yes,BKK , LHR
A Zanier,"Flew British Airways TXL-LHR-TXL in Business Class. Aircraft looked new, bright and clean. Seats in Club Europe are comfortable. IFE is not available, except for viewing the route displayed on LCD maps. Cabin crew were attentive and quick in offering drinks and meals. On the flight back, I really a tasty prawn salad served with white wine or champagne. Perfect punctuality and smooth boarding. I would definitely fly again and recommend them.",9.0,10.0,"""definitely fly again""",2015-12-10,A320,Solo Leisure,Business Class,TXL to LHR,2015-12,yes,TXL , LHR
Tim Farr,"Fantastic flight in Club World with British Airways from London Gatwick to Punta Cana. On time departure from Gatwick on a 777-200 - it's true the plane was showing its age with a little wear and tear in the cabin, but seats 2A and 2B were comfortable and functioning perfectly. Greeted by friendly mixed-fleet crew and provided with champagne and amentiy kits before take off. Prompt lunch service after departure and a varied menu with excellent wine choices. I enjoyed a goats cheese and honeyed walnut salad, followed by steak in a port wine sauce which was well cooked and tasty. The delicious Castelnau brut rose champagne was available but disappeared quickly so I recommend ordering this promptly. As this was a leisure flight, all champagne did run out about 3 hours in, for which the crew apologised sincerely, but there was plenty of red and white wine available including an excellent Chablis and Medoc. The Club Kitchen was well stocked throughout and manned by a friendly and personable crew who were always willing to help. Plenty of juice and water runs throughout and a very pleasant afternoon tea served an hour before landing. Bathrooms were well stocked and cleaned regularly. The entertainment system was great in Club with a decent selection of new release films, though the screen resolution could be better, especially Wilhelmina the cabin lighting is on full. We were kept well informed of the flight progress throughout by a cheery and personable First Officer, who navigated a mean-looking thunderstorm near landing with aplomb. All in all this was a relaxing and luxurious way to begin our holiday and a great to example of BA at their best.",9.0,10.0,"""relaxing and luxurious""",2015-12-09,Boeing 777-200,Couple Leisure,Business Class,London Gatwick to Punta Cana,2015-12,yes,London Gatwick , Punta Cana
D Marsh,"LGW to TPA with British Airways. Boeing 777-200 was an older aircraft but clean, very friendly crew, all smiles and helpful. Food was ok, three different choices, though sadly ran out of red wine mid flight. Seat ok for economy apart from the woman in front of me who must have thought she was in Club and kept trying to recline her seat into a flat bed.",7.0,10.0,"""very friendly crew""",2015-12-09,Boeing 777-200,Solo Leisure,Economy Class,LGW to TPA,2015-12,yes,LGW , TPA
Andrew Allen,"Heathrow to Cape Town with British Airways. I was aware that the 747 is past it's best but I had two wonderful flights due mainly to the superb service from cabin crew, who are better than any other airline I have travelled. I did however have maybe the best seats ie 28b and 28j in the entire economy section which give unlimited legroom and a speedy exit. The food was extremely good with dinner and breakfast served. The toilets were spotless.",10.0,10.0,"""unlimited legroom and a speedy exit""",2015-12-08,Boeing 747-400,Solo Leisure,Economy Class,Heathrow to Cape Town,2015-12,yes,Heathrow , Cape Town
R Vines,"This was the first time in a decade that I have flown British Airways economy across the Atlantic from London to Chicago. It wasn't as unpleasant as I had expected and I wouldn't mind doing it again. I was surprised by how minimalist the catering has become, including breakfast being reduced to a roll. Having said that, I'd be happy to buy some food at the airport, if only BA would allow passengers to buy a decent bottle of wine on board. It's when you pay for premium that the food becomes annoyingly bad.",6.0,10.0,"""wasn't as unpleasant as I had expected""",2015-12-05,Boeing 747-400,Solo Leisure,Economy Class,London to Chicago,2015-11,yes,London , Chicago
C Adams,"British Airways from Gatwick to Las Vegas return, both flights both on time. On the outward flight, we were served sparkling wine before departure, on the return only juice and water were offered. Each flight included two meals of acceptable quality, although small portions. Soft drinks were provided at intervals during the flight. This Premium Economy cabin now feels outdated, with no at-seat power, and a very small IFE screen. The best part was the larger seat and extra room, which made a big difference to comfort. Flight attendant service was professional.",8.0,10.0,"""cabin now feels outdated""",2015-12-05,Boeing 777,Couple Leisure,Premium Economy,Gatwick to Las Vegas,2015-12,yes,Gatwick , Las Vegas
E Simeone,"Tokyo Haneda to Brussels via Heathrow on British Airways. Good check in, security smooth due to fast track. Excellent Japan Airlines lounge. Boarding was messy and shameless. Once onboard, you realize how old and worn out these British Airways planes are, they need revamping. Service was okay. Food was a shame but staff was attentive. Transit in Heathrow fabulous lounge. The connecting flight was late and no food available due to delay. They give you a 15 Euro voucher, British Airways get your act together.",7.0,10.0,"""get your act together""",2015-12-04,Boeing 777 / A319,Solo Leisure,First Class,HND to BRU via LHR,2015-11,yes,HND , BRU via LHR
Thomas Wengler,"Las Vegas to London Heathrow in November, after the Thanksgiving Holidays, we splashed out some Avios points for a First Class Upgrade. I have never been so disappointed - Business Class on British Airways is better than First as the cabin is much cleaner and modern. The first class section was dirty and cold, the Entertainment System broke down and had to be rebooted again and again. The service was good but food was nothing special. I must say I am very disappointed as I was looking forward to this upgrade. However, there was nothing First Class about it. I have flown with Qatar Airways and Emirates Business and First and they both beat twice over.",3.0,10.0,"""never been so disappointed""",2015-12-02,Boeing 747-400,Business,First Class,LAS to LHR,2015-11,no,LAS , LHR
Richard Hodges,"British Airways from Tampa to Gatwick on Boeing 777 Club World. Having travelled out WT Plus to Miami we got a good deal coming back from Tampa so flew Club Class. Checked in at Tampa with no queues, and used the International Lounge at Tampa. Supposed to be exclusive to BA customers this had comfortable seats, and good choice of newspapers and magazines. Did not try WiFi. However, there was disappointingly very poor choice of snacks - a few dried up sorry looking sandwiches which were not replenished during my time there, and crackers with some processed cheese with a few dips, some wine, beer, liquor and soft drinks. Pretty uninspiring stuff. On board comfortable, if narrow, seats that extended into (more or less) flat beds. British Airways still have the very camped 2-4-2 layout with fellow passengers having to clamber over people to go to the rest room etc. Reasonable meal (beef) accompanied by an outstanding Chablis Premier Cru and a very nice Sauvignon Blanc. My wife slept for 5 straight hours - I could only sleep fitfully as not much room at shoulder level but at least the seats were comfortable. Terrible selection of films on the entertainment system. Took off on time, and landed slightly early. FA's quite smiley and nice.",8.0,10.0,"""comfortable, if narrow, seats""",2015-12-01,Boeing 777,Couple Leisure,Business Class,Tampa to Gatwick,2015-11,yes,Tampa , Gatwick
Richard Hodges,"London Heathrow to Miami on one of British Airways crummy Boeing 747s. Originally Booked WT Plus choosing flight in an A380 with shiny new updated cabin and entertainment system for 3rd year in a row, and for the 3rd year in a row they promptly changed the plane on my flight for a very elderly and not updated Boeing 747. Do BA actually have any A380's? Reasonably comfortable, but the old on demand entertainment system had a poor choice of films and programs. Cabin staff and food okay from memory but, as usual with British Airways nowadays, very small portions. Took off slightly late in fog, made up time on flight and landed slightly early at Miami. Old aircraft notwithstanding I still think WT Plus is well worth the extra - 7 inches of extra legroom is so much more comfortable than coach.",6.0,10.0,"""crummy Boeing 747s""",2015-12-01,Boeing 747-400,Couple Leisure,Premium Economy,LHR to MIA,2015-11,yes,LHR , MIA
Richard Sheppard,"New York to London with British Airways, and disappointed by the lack of care provided by the cabin crew. Passenger boarded with two overweight and oversize cabin cases that crew struggle to place in the overhead storage bins. Coats and bags were tossed out to make room, owners told to stuff them under their seat. We therefore spent the 6-7 hours with coats and bags wedged between us making it very difficult to sleep or use the seat tables. Upon landing there were no crew on hand to help the customer to get their cases down or to offer any sort of apology for the inconvenience caused. British Airways seem to be adopting Ryanair's approach to customer service. Why not also check bags at the gate.",6.0,10.0,"""disappointed by lack of care""",2015-12-01,Boeing 747-400,Couple Leisure,Economy Class,JFK to LHR,2015-11,yes,JFK , LHR
Gary Barnes,"Montreal to Rome via London with British Airways. Boarded the plane on time (20.30hrs) and sat for six hours on the tarmac while BA tried to clear a glitch in the landing gear system. They finally gave up and cancelled the flight. I had to get to Rome to catch a cruise ship that was departing at 8pm on Tuesday evening, and here I am in Montreal at 1pm Monday, Rome time. British Airways ticket agent refused to help me change my itinerary (""Go to the hotel on the bus and at 2pm today - local time - we will have new itineraries for everyone.""). I tried to explain the urgency to my situation but she cut me off, ""I can't help you, if I help you now I have to help everyone."" When I pressed her further she gave me the BA 800 number, which was closed due to the late hour. Finally I called British Airways Reservations in London, who re-routed me, on American Airlines. The final kick: I put in a claim for a wasted night's guaranteed stay in Rome, and for cancellation compensation. A month later, British Airways advised me that my claim was approved and I would receive payment in two weeks. Since then, nothing for the last 6 weeks. Phone calls to customer support involve at least a 40 minute hold. What a horrid excuse for customer service!",2.0,10.0,"""horrid excuse for customer service""",2015-12-01,Boeing 777,Couple Leisure,Economy Class,YUL to FCO via LHR,2015-10,no,YUL , FCO via LHR
Kevin Barrance,Flew to Kuala Lumpur with British Airways on an old Boeing 777-200 in business class (upgrade) which was OK although choice of IFE very poor. Crew pleasant but not particularly efficient and since my wife and I were seated together in the middle rear-facing seats it is an odd practice to serve us separately - her meals were served well before mine. Flight was punctual and we had a few hours sleep. Coming back was in Premium Economy and might as well have been on a different airline. Same old plane with TV screens extremely small. Meals not particularly great. The main difference is that British Airways crew treat anybody flying in a lower class as lesser individuals and they are bordering on rude. They forget that whatever class of cabin you are flying in that you are the customer and pay their wages. Next time Malaysia Airlines I think.,5.0,10.0,"""staff bordering on rude""",2015-12-01,Boeing 777-200,Couple Leisure,Premium Economy,LHR to KUL,2015-11,no,LHR , KUL
